,2P,2P%,2PA,3P,3P%,3PA,3PAr,AST,AST%,Age,BLK,BLK%,BPM,DBPM,DRB,DRB%,DWS,FG,FG%,FGA,FT,FT%,FTA,FTr,G,GS,MP,OBPM,ORB,ORB%,OWS,PER,PF,PTS,Player,Pos,Rk,STL,STL%,TOV,TOV%,TRB,TRB%,TS%,Tm,USG%,VORP,WS,WS/48,eFG%
307,2.1,.680,3.1,0.1,0.273,0.5,0.128,0.8,8.1,26,0.5,2.6,-1.7,-0.8,2.8,20.6,0.2,2.3,0.628,3.6,1.4,0.717,1.9,0.535,24,3,14.4,-0.9,1.5,11.4,0.7,16.6,1.9,6.0,Damian Jones,C,279.0,0.1,0.4,1.0,19.0,4.3,16.0,0.678,SAC,16.2,0.0,1.0,.133,0.645
308,2.0,.675,3.0,0.4,0.4,1.1,0.273,0.5,4.1,24,0.9,4.2,1.2,1.2,2.1,13.1,0.6,2.4,0.6,4.1,1.3,0.833,1.6,0.382,27,4,17.7,0.1,1.3,7.8,1.3,16.5,2.3,6.6,Derrick Jones Jr.,PF,280.0,0.5,1.4,0.5,9.8,3.4,10.5,0.697,CHI,13.1,0.4,1.9,.188,0.655
310,2.8,.513,5.4,0.5,0.34,1.5,0.214,1.9,9.6,23,1.0,3.4,-0.9,1.3,2.5,9.8,0.9,3.3,0.476,6.9,1.4,0.817,1.7,0.242,36,27,28.6,-2.2,1.3,4.8,0.9,12.1,3.0,8.4,Herbert Jones,C,281.0,1.5,2.5,1.1,12.4,3.8,7.2,0.552,NOP,13.0,0.3,1.8,.085,0.512
312,0.3,.800,0.4,0.0,0.0,0.1,0.167,0.2,7.9,21,0.0,0.0,-12.7,-4.3,0.4,16.5,0.0,0.3,0.667,0.5,0.1,0.25,0.3,0.667,12,0,2.8,-8.4,0.1,3.1,-0.1,2.7,0.2,0.8,Kai Jones,C,283.0,0.0,0.0,0.4,39.2,0.5,9.6,0.58,CHO,16.4,-0.1,-0.1,-0.139,0.667
314,1.7,.521,3.3,0.1,0.154,0.4,0.1,2.3,23.6,22,0.0,0.0,-1.6,0.0,1.6,13.2,0.3,1.8,0.485,3.7,0.6,1.0,0.6,0.162,35,2,12.6,-1.6,0.4,3.5,0.6,13.5,0.9,4.3,Tre Jones,PG,285.0,0.4,1.4,0.6,13.1,2.0,8.3,0.535,SAS,15.3,0.0,0.9,.102,0.492
315,2.2,.512,4.3,0.9,0.389,2.4,0.364,4.1,26.3,25,0.1,0.2,1.5,0.5,2.3,12.0,0.7,3.1,0.467,6.7,0.8,0.912,0.9,0.13,39,12,21.3,1.0,0.3,1.4,1.9,16.7,0.4,8.0,Tyus Jones,PG,286.0,0.9,2.1,0.7,9.5,2.6,6.5,0.565,MEM,15.3,0.7,2.7,.155,0.538
316,2.1,.675,3.1,0.0,0.0,0.0,0.0,0.3,3.2,33,0.9,5.8,-0.4,0.9,4.1,32.0,0.7,2.1,0.675,3.1,0.4,0.588,0.6,0.205,27,18,13.2,-1.3,1.6,13.4,0.6,18.2,1.7,4.5,DeAndre Jordan,C,287.0,0.3,1.2,0.7,17.4,5.7,22.9,0.674,LAL,13.1,0.1,1.3,.177,0.675
317,1.7,.485,3.6,0.7,0.377,2.0,0.353,3.6,25.4,30,0.2,0.8,-2.5,-0.1,1.7,9.1,0.3,2.5,0.447,5.6,1.4,0.83,1.7,0.313,27,6,22.0,-2.4,0.3,1.4,0.4,11.5,1.7,7.1,Cory Joseph,PG,288.0,0.8,1.7,1.5,19.4,2.0,5.0,0.565,DET,15.2,-0.1,0.8,.061,0.513
320,1.3,.413,3.1,2.8,0.441,6.3,0.669,2.1,10.6,25,0.1,0.4,0.7,0.2,3.2,11.4,1.0,4.1,0.432,9.4,0.8,0.879,0.9,0.1,35,10,29.0,0.4,0.2,0.6,1.3,12.5,1.6,11.7,Luke Kennard,SG,291.0,0.7,1.2,0.8,7.3,3.4,6.2,0.597,LAC,16.0,0.7,2.3,.111,0.579
323,1.2,.576,2.0,0.8,0.291,2.6,0.566,0.8,6.3,22,0.2,0.9,-3.1,-1.5,1.5,9.2,0.2,1.9,0.414,4.6,0.8,0.839,0.9,0.204,33,4,16.9,-1.6,0.5,3.6,0.3,9.8,0.7,5.4,Corey Kispert,SF,294.0,0.3,0.9,0.5,8.3,2.0,6.4,0.534,WAS,14.4,-0.1,0.6,.049,0.497
324,0.9,.600,1.5,1.5,0.343,4.4,0.745,1.0,6.1,30,0.9,3.3,0.4,1.0,4.7,21.9,0.8,2.4,0.409,6.0,0.8,0.76,1.1,0.182,23,6,24.4,-0.5,1.2,5.4,0.6,12.1,2.1,7.2,Maxi Kleber,PF,295.0,0.4,0.9,0.6,8.6,6.0,13.4,0.561,DAL,12.9,0.3,1.4,.118,0.536
326,1.2,.579,2.0,0.1,0.286,0.4,0.156,0.7,12.0,24,0.4,4.1,0.0,0.4,1.5,18.6,0.2,1.3,0.533,2.4,1.4,0.722,1.9,0.8,19,2,9.1,-0.5,1.1,11.7,0.5,18.3,1.3,4.0,Nathan Knight,PF,297.0,0.2,0.8,0.5,14.1,2.6,15.0,0.625,MIN,17.2,0.1,0.7,.188,0.556
328,1.1,.593,1.8,0.6,0.447,1.4,0.443,1.3,10.6,25,0.2,1.2,1.9,1.4,2.8,18.6,0.7,1.7,0.528,3.2,0.4,0.6,0.6,0.189,33,2,16.4,0.6,1.2,7.5,1.1,15.0,1.2,4.4,John Konchar,SG,299.0,0.8,2.4,0.5,11.6,4.0,12.9,0.632,MEM,10.0,0.5,1.8,.158,0.627
329,1.8,.504,3.5,1.5,0.302,4.9,0.581,2.3,15.1,24,0.1,0.5,-2.3,-1.2,2.8,13.4,0.5,3.3,0.387,8.5,1.1,0.818,1.3,0.158,33,9,22.6,-1.1,0.3,1.5,0.2,12.2,0.8,9.1,Furkan Korkmaz,SG,300.0,0.6,1.4,0.8,8.3,3.1,7.5,0.504,PHI,19.7,-0.1,0.8,.049,0.475
334,1.5,.568,2.6,0.3,0.265,1.2,0.315,0.3,4.5,19,0.1,1.1,-4.2,-0.4,1.3,14.4,0.5,1.8,0.472,3.9,1.0,0.6,1.6,0.417,28,2,9.7,-3.8,0.4,4.6,-0.1,11.3,1.3,4.9,Jonathan Kuminga,SF,304.0,0.4,1.8,0.7,12.9,1.7,9.7,0.54,GSW,23.6,-0.2,0.4,.065,0.514
335,3.7,.538,6.9,1.9,0.325,5.8,0.458,2.9,13.3,26,0.7,1.7,-0.8,-0.4,7.3,23.6,1.1,5.6,0.441,12.7,1.7,0.674,2.6,0.202,36,36,33.1,-0.4,1.0,3.3,0.2,13.9,2.1,14.8,Kyle Kuzma,PF,305.0,0.6,1.0,2.0,12.5,8.3,13.6,0.536,WAS,21.2,0.3,1.4,.056,0.515
336,1.1,.382,2.9,1.0,0.342,3.0,0.51,1.4,14.2,29,0.3,2.1,0.9,-0.2,2.2,16.7,0.4,2.2,0.361,6.0,1.6,0.932,1.7,0.284,26,0,14.3,1.2,0.5,3.6,0.5,15.4,1.0,6.9,Jeremy Lamb,SF,306.0,0.4,1.5,0.5,6.9,2.6,10.1,0.516,IND,21.9,0.3,0.8,.109,0.448
337,1.4,.643,2.1,0.5,0.476,1.1,0.333,0.7,11.8,26,0.3,3.0,2.2,-1.0,0.8,9.6,0.1,1.9,0.587,3.2,0.7,0.875,0.8,0.254,20,0,8.7,3.2,1.1,13.1,0.6,21.9,1.0,4.9,Jock Landale,C,307.0,0.2,0.8,0.6,14.6,1.9,11.4,0.7,SAS,20.0,0.2,0.7,.198,0.667
338,1.3,.488,2.7,0.7,0.323,2.1,0.437,0.6,4.1,22,0.4,1.9,-1.8,0.7,2.2,12.4,0.6,2.0,0.415,4.7,0.5,0.652,0.8,0.162,30,5,19.5,-2.4,0.9,5.1,0.2,9.5,1.3,5.1,Romeo Langford,SG,308.0,0.6,1.6,0.4,7.3,3.2,8.7,0.503,BOS,12.3,0.0,0.9,.071,0.486
339,6.4,.547,11.7,3.2,0.42,7.6,0.393,4.2,20.7,26,0.4,0.9,4.1,-1.1,4.7,14.8,1.0,9.6,0.497,19.3,4.0,0.857,4.7,0.242,33,33,35.1,5.2,0.3,1.0,2.7,21.9,1.6,26.3,Zach LaVine,SF,309.0,0.5,0.8,2.8,11.7,5.1,7.9,0.617,CHI,30.2,1.8,3.7,.153,0.579
340,0.8,.591,1.4,0.3,0.2,1.3,0.476,0.3,3.9,27,0.2,2.0,-5.6,-0.9,1.2,14.3,0.1,1.1,0.405,2.6,0.4,0.75,0.5,0.19,16,1,9.2,-4.7,0.3,2.7,-0.1,7.5,0.5,2.8,Jake Layman,SF,310.0,0.3,1.3,0.4,13.3,1.4,8.2,0.483,MIN,15.0,-0.1,0.0,.015,0.452
341,1.9,.531,3.5,1.2,0.347,3.4,0.492,1.0,7.0,29,0.1,0.7,-1.4,0.4,2.8,14.0,0.9,3.0,0.44,6.9,1.1,0.857,1.3,0.181,28,2,20.7,-1.8,0.3,1.8,0.5,11.3,1.6,8.3,Damion Lee,SG,311.0,0.6,1.3,0.6,7.1,3.1,8.1,0.559,GSW,16.8,0.1,1.4,.115,0.526
342,1.7,.508,3.3,0.6,0.263,2.1,0.392,2.6,26.7,22,0.3,1.9,2.0,3.0,2.2,15.9,0.4,2.2,0.412,5.4,1.3,0.742,1.7,0.32,18,0,15.6,-1.0,0.3,1.8,0.1,16.0,0.9,6.3,Saben Lee,PG,312.0,1.2,3.6,0.9,13.3,2.4,8.4,0.511,DET,19.4,0.3,0.5,.088,0.464
